ticker,1120,1216,1299,2015,2308,2318,2330,2454,2882,2884,2892,3690,373220,600900,6098,6501,660,6669,6758,700,7203,8306,8316,9020,9022,9502,968,9988,AAPL,ABBN,ABBV,ACA,ACM,ACN,ADP,ADSK,AFRM,AI,AIR,ALV,AMAT,AMD,AMZN,ASML,AVGO,AXON,AXP,AZN,BE,BKNG,BLK,BURL,CASY,CBA,CM,COHR,COST,CRDO,CRM,CS,CSCO,CSL,CVX,CW,DIS,DLR,ECL,EDP,EDPR,EL,ELET3,EME,ENPH,EQIX,EQTL3,ETN,FIX,FLEX,FNF,FSLR,FTI,GE,GEV,GILD,GOOG,GOOGL,GS,GWRE,HD,HDFCBANK,HSBA,IBE,IBKR,IBM,ICICIBANK,INFY,INSM,INTU,ITUB4,JHG,JLL,JNJ,JPM,KMB,KO,LIN,LLY,M&M,MA,MCD,META,MS,MSFT,NDX1,NESN,NFLX,NHPC,NOVN,NOVO B,NOW,NPI,NPN,NVDA,NXT,OGS,OKE,OKTA,ORA,ORCL,ORSTED,OSK,OVV,PG,PLTR,PSTG,QCOM,RBA,REGN,REL,RELIANCE,RKLB,ROG,RPM,RY,SAP,SCHW,SFM,SGI,SHOP,SHW,SIE,SOFI,SPGI,SSE,SU,SUZLON,THC,TPR,TSLA,TTE,TXN,ULVR,UNM,USFD,V,VICI,VNA,VWS,VZ,WMT,WSP,XOM,XYL,ZTS,ZURN,ZWS
KMB,-0.0000262490,0.0000118332,0.0000008855,0.0000056137,-0.0000069963,-0.0000060485,-0.0000208069,-0.0000184051,-0.0000153468,0.0000093737,0.0000068631,-0.0000011795,-0.0000140663,-0.0000100301,-0.0000399088,-0.0000395833,-0.0000372671,-0.0000380555,-0.0000143307,0.0000030064,-0.0000082958,-0.0000135849,-0.0000215659,0.0000114987,0.0000082306,0.0000095729,0.0000249684,0.0000001648,0.0000142634,-0.0000041840,0.0000535243,0.0000008798,0.0000108306,0.0000445579,0.0000325182,0.0000204795,0.0000016767,0.0000120341,-0.0000164204,-0.0000152412,-0.0000132680,-0.0000724058,-0.0000192564,-0.0000150386,-0.0000283948,-0.0000476225,0.0000309949,0.0000211763,-0.0000252026,0.0000159763,0.0000277503,0.0000075148,0.0000356399,-0.0000088649,0.0000026836,-0.0000415040,0.0000409615,-0.0000899905,0.0000096892,-0.0000081832,0.0000110307,-0.0000109620,0.0000044323,-0.0000251890,0.0000196854,0.0000063066,0.0000406119,0.0000126182,0.0000035516,0.0000274110,-0.0000023319,-0.0000193609,0.0000224659,0.0000312324,-0.0000026099,-0.0000173411,-0.0000481312,-0.0000232180,0.0000430540,-0.0000309313,-0.0000206294,-0.0000110990,-0.0000392592,0.0000621625,-0.0000121611,-0.0000116334,0.0000042503,-0.0000007962,0.0000632448,0.0000097125,0.0000129533,0.0000146311,-0.0000169856,0.0000254598,0.0000088407,-0.0000144006,0.0000326374,0.0000217672,0.0000083343,0.0000194420,0.0000472929,0.0000448409,-0.0000011504,0.0001128541,0.0000440392,0.0000346156,0.0000269287,0.0000336271,0.0000381406,0.0000452983,-0.0000099670,-0.0000034982,-0.0000130384,-0.0000241310,0.0000273347,-0.0000234859,0.0000062373,0.0000155271,-0.0000403340,0.0000059545,-0.0000029065,0.0000015515,-0.0000301498,-0.0000066449,0.0000491261,-0.0000089273,0.0000289814,-0.0000001228,-0.0000579496,0.0000625736,0.0000104884,-0.0000440116,0.0000657590,-0.0000433860,-0.0000323838,0.0000308910,0.0000003370,0.0000650911,0.0000023003,0.0000238337,-0.0000351051,0.0000218994,0.0000563579,0.0000089154,0.0000054818,-0.0000007720,0.0000340707,0.0000391132,0.0000271958,0.0000703284,-0.0000153842,-0.0000291207,0.0000320030,0.0000253108,-0.0000192686,0.0000449222,0.0000315228,0.0000192451,0.0000064482,-0.0000043830,0.0000298112,0.0000321588,0.0000334333,0.0000396248,0.0000345643,0.0000353989,0.0000178076,-0.0000117151,0.0000446978,0.0000291112,0.0000227253,-0.0000126767,0.0000210073,0.0000597103,0.0000112119,0.0000226556
KO,-0.0000155504,0.0000082291,-0.0000003801,0.0000094247,-0.0000126544,-0.0000049312,-0.0000008794,-0.0000136441,0.0000024249,0.0000003932,0.0000011844,-0.0000133219,-0.0000093178,-0.0000031373,-0.0000243143,-0.0000324114,0.0000253093,-0.0000281473,-0.0000113524,-0.0000251972,-0.0000184918,-0.0000167114,-0.0000190144,0.0000076552,-0.0000004925,0.0000045296,0.0000005247,-0.0000237073,-0.0000174257,-0.0000126818,0.0000313282,-0.0000032367,-0.0000091690,0.0000231298,0.0000163232,-0.0000050244,-0.0000376262,0.0000100657,-0.0000119657,0.0000012158,-0.0000369391,-0.0000523785,-0.0000330631,-0.0000322382,-0.0000546336,-0.0000355668,0.0000035213,0.0000195450,-0.0000786083,0.0000132383,-0.0000072089,-0.0000297593,0.0000280668,0.0000045603,-0.0000019827,-0.0000572520,0.0000256814,-0.0001359515,-0.0000025633,0.0000031926,0.0000087881,-0.0000063131,-0.0000054977,-0.0000330153,0.0000037408,0.0000015645,0.0000194135,0.0000084572,-0.0000116843,0.0000170525,0.0000146765,-0.0000316217,0.0000202456,0.0000212894,0.0000014964,-0.0000303316,-0.0000498357,-0.0000442298,0.0000392003,-0.0000447264,-0.0000348716,-0.0000059180,-0.0000495210,0.0000298112,-0.0000194217,-0.0000214310,-0.0000168065,-0.0000049240,0.0000186941,0.0000112148,0.0000077661,0.0000255500,-0.0000403029,0.0000087089,0.0000021538,-0.0000107397,0.0000204408,0.0000066260,0.0000155882,-0.0000227110,0.0000140147,0.0000320602,-0.0000121050,0.0000440392,0.0000785537,0.0000192861,0.0000053821,0.0000081069,0.0000191892,0.0000344817,-0.0000418161,-0.0000180758,-0.0000164759,-0.0000263433,0.0000242016,0.0000184938,0.0000200616,0.0000117860,-0.0000063245,-0.0000067279,-0.0000064820,-0.0000186504,-0.0000463928,-0.0000315343,0.0000391876,-0.0000092623,-0.0000122344,0.0000046193,-0.0000427483,0.0000185424,-0.0000431994,-0.0000686360,0.0000388579,-0.0000411415,-0.0000595779,0.0000030656,0.0000078061,0.0000302569,0.0000125818,0.0000199896,-0.0000498074,0.0000155182,0.0000122857,0.0000086387,0.0000064376,-0.0000070683,0.0000386383,0.0000059318,-0.0000196086,0.0000400808,-0.0000182302,-0.0000514041,0.0000161422,0.0000163947,-0.0000084864,0.0000557633,0.0000086256,-0.0000168011,-0.0000491142,-0.0000148441,0.0000054167,0.0000300317,0.0000179581,0.0000064436,0.0000205591,0.0000243518,0.0000175100,-0.0000468247,0.0000433235,0.0000164362,0.0000110491,-0.0000113988,-0.0000023212,0.0000267423,0.0000124637,-0.0000140540
LIN,0.0000137524,0.0000136088,0.0000022129,0.0000092623,-0.0000193748,-0.0000052388,-0.0000263182,-0.0000226578,-0.0000074508,-0.0000077005,-0.0000011942,-0.0000098778,-0.0000017638,-0.0000012444,-0.0000216398,-0.0000375700,0.0000204336,-0.0000377071,0.0000014257,-0.0000022563,-0.0000024494,-0.0000040456,-0.0000061403,0.0000028731,-0.0000012544,-0.0000071392,0.0000013578,-0.0000281612,0.0000265017,0.0000123620,0.0000409459,0.0000043541,0.0000252142,0.0000557281,0.0000361552,0.0000347637,0.0000185013,0.0000185952,0.0000210540,0.0000041420,0.0000152481,-0.0000073402,0.0000125391,0.0000024717,0.0000018942,0.0000313226,0.0000541321,0.0000211338,0.0000495797,0.0000380557,0.0000472341,0.0000407554,0.0000211685,0.0000074808,0.0000079566,-0.0000072010,0.0000265845,0.0000183403,0.0000232422,0.0000076802,0.0000281774,0.0000000949,0.0000154068,0.0000092659,0.0000365345,0.0000157531,0.0000471571,0.0000089552,-0.0000120576,0.0000300250,0.0000128082,0.0000209185,0.0000474624,0.0000333563,0.0000153515,0.0000092729,-0.0000006749,0.0000138027,0.0000416935,-0.0000070135,0.0000170628,0.0000098360,0.0000075013,0.0000561919,0.0000132766,0.0000123448,0.0000379249,0.0000100172,0.0000474721,0.0000007028,0.0000195396,0.0000121733,0.0000348182,0.0000263657,-0.0000090774,-0.0000111366,0.0000195733,0.0000361220,0.0000190532,0.0000484921,0.0000578534,0.0000326879,0.0000270228,0.0000346156,0.0000192861,0.0000692801,0.0000401500,-0.0000060124,0.0000470966,0.0000188641,0.0000142657,0.0000275819,0.0000136026,-0.0000197565,0.0000097048,0.0000192318,0.0000015565,0.0000130970,-0.0000070178,0.0000350877,0.0000009997,0.0000090275,-0.0000002795,0.0000049598,0.0000319920,0.0000189381,0.0000494425,0.0000134578,-0.0000141872,0.0000070370,0.0000321179,0.0000049237,0.0000282461,0.0000419724,0.0000177346,0.0000478233,0.0000169397,0.0000362865,0.0000054880,0.0000023454,0.0000352608,0.0000100389,0.0000527943,0.0000160371,0.0000211554,0.0000355554,0.0000134142,0.0000552855,0.0000170805,0.0000541062,0.0000105322,0.0000324933,0.0000346235,0.0000069151,0.0000066394,-0.0000015020,0.0000137438,0.0000455771,0.0000370084,-0.0000117203,0.0000504322,0.0000090232,0.0000414662,0.0000419578,0.0000442523,0.0000274326,0.0000115236,-0.0000354893,0.0000306187,0.0000239887,0.0000173737,0.0000060878,0.0000427806,0.0000484191,0.0000111406,0.0000364814
LLY,-0.0000717141,0.0000184241,-0.0000005946,-0.0000116110,0.0000259326,0.0000059445,0.0000198423,0.0000065445,0.0000222240,-0.0000013569,0.0000201598,-0.0000173386,-0.0000535994,0.0000061416,-0.0000647021,-0.0000478135,0.0001913682,0.0000296021,-0.0000077209,0.0000085158,0.0000195515,0.0000162111,0.0000024229,-0.0000172436,-0.0000097017,0.0000093596,0.0000534715,-0.0000187737,-0.0000285808,0.0000109128,0.0001450711,-0.0000255186,0.0000200572,0.0000650854,0.0000089627,0.0000341780,0.0000488671,-0.0000156524,0.0000279865,-0.0000438375,0.0000703136,0.0000486055,-0.0000090439,-0.0000152698,-0.0000064035,-0.0000513461,0.0000172462,0.0001046746,0.0002669257,0.0000237949,0.0000351260,0.0000575089,0.0000654571,-0.0000005026,0.0000328970,-0.0000587358,0.0000096256,-0.0000185929,0.0000243289,-0.0000308251,0.0000032367,0.0000218265,0.0000066136,0.0000442602,0.0000443722,0.0000268940,0.0000371658,0.0000291874,0.0000617494,0.0000163486,-0.0000647716,0.0000534657,0.0000568574,0.0000100789,-0.0000395519,0.0000019625,0.0000508600,0.0000106349,0.0000725897,0.0000352419,0.0000166908,0.0000258202,0.0000400544,0.0000694933,-0.0000008331,-0.0000039260,0.0000383234,0.0000409616,0.0000413402,0.0000067749,0.0000221402,0.0000092625,0.0000487543,0.0000873826,0.0000071131,0.0000303829,0.0001704670,0.0000253145,-0.0000506950,0.0000161522,0.0000461486,0.0000689956,0.0000434949,0.0000269287,0.0000053821,0.0000401500,0.0005388722,0.0000097371,0.0000554491,0.0000227652,0.0000203217,0.0000286859,-0.0000026868,-0.0000496940,-0.0000050822,-0.0000313476,0.0000518790,0.0000526485,0.0000864387,0.0000388727,0.0000185271,0.0000252959,0.0000239538,-0.0000180916,0.0000068721,0.0000271899,0.0000512494,0.0000372471,0.0000533162,0.0000039673,0.0000708224,0.0000257991,0.0000293776,0.0001092042,-0.0000136517,0.0001542545,0.0000017678,0.0001903868,-0.0000014255,0.0000050758,-0.0000212044,0.0000931855,0.0000665322,0.0000304059,-0.0000280046,-0.0000005678,0.0000193716,0.0000596617,0.0000443566,0.0000571754,-0.0000042028,-0.0000474357,0.0000443637,0.0000339112,-0.0000117649,0.0000187438,-0.0000270423,0.0000916279,0.0000931527,0.0000074209,0.0000340204,0.0000025366,0.0000303666,0.0000099850,0.0000829952,0.0000422126,-0.0000064988,0.0000276977,0.0000216807,-0.0000031033,0.0000161845,0.0000031995,0.0000504686,0.0000974488,0.0000132793,0.0000390716
M&M,0.0000421349,0.0000048734,0.0000213448,0.0000282626,0.0000238886,0.0000248627,0.0000194061,0.0000329765,0.0000015081,0.0000139140,0.0000159032,0.0000112342,0.0000387607,-0.0000138923,-0.0000461620,-0.0000026079,-0.0000482686,-0.0000136110,-0.0000082901,0.0000369248,0.0000057340,-0.0000292703,-0.0000382742,-0.0000105148,0.0000185005,0.0000062632,0.0000445902,0.0000694004,0.0000056325,0.0000010662,0.0000099363,0.0000031630,-0.0000166352,0.0000057597,0.0000074375,0.0000007711,0.0000952108,0.0000029614,0.0000067332,-0.0000041522,0.0000237606,0.0000209208,0.0000146272,0.0000315663,-0.0000048279,-0.0000201937,0.0000174837,0.0000176009,0.0000732041,0.0000213166,0.0000128160,0.0000340638,0.0000153202,-0.0000014880,-0.0000034276,0.0000583443,0.0000180009,0.0000563497,0.0000198017,0.0000115944,0.0000212389,0.0000054401,-0.0000118033,-0.0000380389,0.0000197315,-0.0000029039,-0.0000034145,0.0000189108,0.0000404617,0.0000289122,-0.0000232096,-0.0000157674,0.0000319504,-0.0000076762,-0.0000151787,-0.0000142544,-0.0000276723,0.0000107662,0.0000165979,0.0000311634,-0.0000040872,0.0000102028,-0.0000067025,0.0000372680,0.0000084395,0.0000084126,0.0000211364,0.0000329298,0.0000191690,0.0000573459,0.0000096865,-0.0000012359,-0.0000310288,0.0000277960,0.0000559018,0.0000595240,0.0000405959,0.0000025701,-0.0000048133,0.0000075961,0.0000139465,-0.0000017040,0.0000043822,0.0000336271,0.0000081069,-0.0000060124,0.0000097371,0.0002150287,0.0000054179,0.0000025781,0.0000332863,0.0000074964,-0.0000123927,0.0000100987,0.0000137893,0.0000012822,0.0000582232,0.0000119919,0.0000189198,0.0000169054,0.0000407022,0.0000062809,0.0000172709,0.0000295269,-0.0000027685,-0.0000028902,0.0000629000,0.0000110761,-0.0000179776,-0.0000081552,-0.0000027049,-0.0000384066,0.0000239242,-0.0000301220,0.0000029195,0.0000278544,-0.0000196511,0.0000252188,0.0000132638,0.0000526762,0.0000042948,0.0000277380,0.0000159511,0.0000033184,0.0000269731,-0.0000013264,0.0000176634,0.0000126667,0.0000864176,-0.0000003718,0.0000093261,0.0000314220,0.0000110715,0.0000101537,-0.0000230311,0.0000408551,0.0000293762,0.0000136414,-0.0000196976,-0.0000063626,-0.0000119678,0.0000032376,0.0000008712,0.0000124044,0.0000054187,-0.0000087269,0.0000167925,0.0000597822,0.0000140441,0.0000133741,-0.0000049323,-0.0000093912,-0.0000004877,0.0000024541,0.0000197583,0.0000010470
MA,-0.0000462041,0.0000123607,0.0000195754,0.0000469535,-0.0000154247,0.0000007343,-0.0000310692,-0.0000257971,-0.0000225361,-0.0000027478,-0.0000014387,0.0000047576,0.0000001375,-0.0000169191,-0.0000014057,-0.0000268753,-0.0000060106,-0.0000300497,-0.0000067360,0.0000147855,0.0000082128,-0.0000116093,-0.0000115448,0.0000073604,-0.0000024348,-0.0000225011,0.0000219625,0.0000027552,0.0000453359,0.0000121270,0.0000413113,0.0000063595,0.0000354850,0.0000978497,0.0000546045,0.0000559673,0.0001132033,0.0000119165,0.0000125237,0.0000004595,0.0000365238,0.0000250672,0.0000417189,0.0000269583,0.0000079432,0.0000171805,0.0000862047,0.0000305505,0.0001053607,0.0000658035,0.0000544407,0.0000702703,0.0000238968,-0.0000007760,0.0000192238,-0.0000017943,0.0000354261,-0.0000068238,0.0000550089,0.0000090075,0.0000488239,-0.0000078381,0.0000076928,0.0000135514,0.0000618700,0.0000210640,0.0000574103,0.0000145684,-0.0000009373,0.0000409547,0.0000211716,0.0000298249,0.0000053383,0.0000385801,0.0000097129,0.0000270838,0.0000287758,0.0000094621,0.0000501510,0.0000187587,0.0000151603,0.0000280728,0.0000465835,0.0000581206,0.0000216129,0.0000199264,0.0000474072,0.0000074241,0.0000468559,0.0000058766,0.0000271551,0.0000118656,0.0000424145,0.0000454596,0.0000045608,-0.0000016275,0.0000352626,0.0000400120,0.0000309831,0.0000709019,0.0000564838,0.0000250061,0.0000368765,0.0000381406,0.0000191892,0.0000470966,0.0000554491,0.0000054179,0.0001268151,0.0000250462,0.0000608094,0.0000396021,0.0000361637,0.0000118585,0.0000057292,0.0000339067,0.0000183334,0.0000169727,0.0000389483,0.0000712702,-0.0000104615,0.0000326820,0.0000165710,0.0000367685,0.0000216940,0.0000138152,0.0000494097,0.0000113254,-0.0000123666,0.0000157270,0.0000370469,-0.0000052478,0.0000335853,0.0000267340,0.0000552720,0.0000463101,0.0000371262,0.0000400992,0.0000131131,0.0000004772,0.0000122170,0.0000191737,0.0000607583,0.0000250521,0.0000312165,0.0000392476,0.0000168224,0.0000614419,0.0001053754,0.0000600996,0.0000272868,0.0000536557,0.0000676576,0.0000155596,0.0000148976,0.0000226135,0.0000390847,0.0000782670,0.0000300016,-0.0000064925,0.0000392399,0.0000107498,0.0000522518,0.0000546492,0.0001140213,0.0000233947,0.0000121052,0.0000052123,0.0000345198,0.0000367700,0.0000466035,0.0000000377,0.0000550107,0.0000696594,0.0000193490,0.0000465859
MCD,-0.0000121575,0.0000158350,-0.0000146980,-0.0000172447,-0.0000533759,-0.0000154487,-0.0000355676,-0.0000234696,0.0000141901,0.0000168124,0.0000040201,-0.0000378424,-0.0000265941,0.0000047214,-0.0000388476,-0.0000496495,-0.0000288851,-0.0000673949,-0.0000299135,-0.0000215449,-0.0000148023,-0.0000138184,-0.0000179597,0.0000122253,0.0000022109,0.0000018332,-0.0000222522,-0.0000411491,0.0000000067,-0.0000130825,0.0000268487,-0.0000053474,-0.0000106283,0.0000224614,0.0000301727,0.0000038143,-0.0000552741,0.0000125080,-0.0000077444,-0.0000026111,-0.0000357722,-0.0000698625,-0.0000186757,-0.0000428600,-0.0000414187,-0.0000639178,0.0000139786,0.0000332648,-0.0000331280,0.0000261035,0.0000114091,0.0000140235,0.0000351454,-0.0000125088,-0.0000000715,-0.0001009092,0.0000274233,-0.0000970568,-0.0000019626,-0.0000007019,-0.0000047976,-0.0000120182,-0.0000124587,-0.0000279899,-0.0000001015,-0.0000063021,0.0000203439,0.0000105241,-0.0000083210,0.0000112370,-0.0000036095,-0.0000127780,-0.0000030295,0.0000249170,-0.0000022555,-0.0000229207,-0.0000264613,-0.0000454722,0.0000307353,-0.0000602595,-0.0000301806,-0.0000049969,-0.0000171504,0.0000364616,-0.0000163728,-0.0000168614,-0.0000133437,-0.0000076990,0.0000288871,0.0000040899,-0.0000043213,0.0000217117,-0.0000255222,0.0000098914,-0.0000000654,-0.0000328645,0.0000060839,0.0000147841,0.0000056753,-0.0000021308,0.0000197656,0.0000321694,-0.0000045637,0.0000452983,0.0000344817,0.0000188641,0.0000227652,0.0000025781,0.0000250462,0.0000784497,-0.0000343248,-0.0000078939,-0.0000186630,-0.0000340373,0.0000206358,0.0000103865,-0.0000088433,0.0000097492,-0.0000292475,-0.0000049978,-0.0000150110,-0.0000204355,-0.0000485959,-0.0000391134,0.0000394472,-0.0000052346,-0.0000151832,-0.0000051096,-0.0000577348,0.0000045594,-0.0000214581,-0.0000294435,0.0000293175,-0.0000733734,-0.0000561485,0.0000080270,0.0000119184,0.0000311639,0.0000148470,0.0000087726,-0.0000436504,0.0000114368,0.0000155094,0.0000052301,0.0000049303,0.0000040856,0.0000444548,0.0000107024,-0.0000222548,0.0000288640,-0.0000128036,-0.0000429473,0.0000132161,0.0000149020,-0.0000123486,0.0000052345,0.0000464535,-0.0000048218,-0.0000169320,-0.0000059658,0.0000001763,0.0000316220,0.0000242970,0.0000255099,0.0000312106,0.0000199652,0.0000186569,-0.0000687998,0.0000340824,0.0000283311,0.0000042536,-0.0000086093,-0.0000040919,0.0000367728,0.0000129801,-0.0000076704
META,-0.0000116117,-0.0000027281,0.0000071371,0.0000693601,0.0000447704,0.0000091606,-0.0000030263,0.0000107812,-0.0000030828,-0.0000111999,-0.0000088107,0.0000024882,0.0000069262,-0.0000183338,0.0000347300,0.0000743441,-0.0000052257,-0.0000057514,0.0000477418,0.0000486315,0.0000492874,0.0000395349,0.0000399298,0.0000005108,0.0000148987,-0.0000180145,0.0000279324,0.0000160765,0.0000545837,0.0000600658,-0.0000037774,0.0000243156,0.0000385799,0.0000809768,0.0000174282,0.0000537623,0.0003007649,0.0000065393,0.0000495766,0.0000067125,0.0001005280,0.0001408601,0.0001481849,0.0001026870,0.0001401221,0.0000591982,0.0000911998,-0.0000369567,0.0001030351,0.0000677760,0.0000708638,0.0001320558,-0.0000005966,0.0000086152,0.0000150169,0.0002032349,0.0000463457,0.0002874839,0.0000900638,0.0000106703,0.0000670256,0.0000001977,0.0000058027,0.0000300442,0.0000751748,0.0000410995,0.0000118194,-0.0000033503,0.0000239951,0.0000356682,0.0000098429,0.0000776539,0.0000446876,0.0000257746,0.0000209289,0.0000900291,0.0001083995,0.0001199112,0.0000141032,0.0001016563,0.0000498516,0.0000607262,0.0001451835,0.0000125759,0.0000799802,0.0000838642,0.0000964558,0.0000790471,0.0000393579,0.0000009603,0.0000181039,-0.0000221005,0.0001153752,0.0000413659,0.0000122135,0.0000279638,0.0000521094,0.0000361553,0.0000115414,0.0001079096,0.0000814919,-0.0000285498,0.0000716043,-0.0000099670,-0.0000418161,0.0000142657,0.0000203217,0.0000332863,0.0000608094,-0.0000343248,0.0002874802,0.0000873993,0.0000993825,0.0000537101,-0.0000372712,0.0000593974,0.0000389977,-0.0000136212,0.0000229144,0.0000828045,-0.0000308170,0.0000734294,0.0001322070,0.0000589151,-0.0000296997,0.0000378548,0.0001101029,-0.0000099171,0.0001081522,0.0000133460,0.0000988608,0.0000555001,-0.0000095688,0.0001678518,0.0001827782,0.0000451955,-0.0000051888,0.0000356493,0.0000133701,0.0000086527,0.0001012025,-0.0000043099,0.0000402703,0.0000217262,0.0000336952,0.0000542403,-0.0000168515,0.0000556643,0.0001848108,0.0000155828,0.0000828201,0.0002318020,0.0000650422,-0.0000071944,0.0000605847,0.0000478834,0.0000414364,0.0001459877,0.0001417046,0.0000230537,0.0000656245,-0.0000522921,0.0000221471,0.0000408467,0.0000413312,-0.0000165926,-0.0000107316,0.0000347405,-0.0000307501,0.0000172125,0.0000167712,-0.0000079404,0.0000730465,0.0000229116,-0.0000001266,0.0000741380
MS,0.0000205750,-0.0000117400,0.0000439517,0.0000532446,0.0000275197,0.0000404545,0.0000056638,0.0000041727,0.0000107464,-0.0000053057,0.0000048795,0.0000153085,0.0000252100,-0.0000023490,0.0000358683,0.0000490635,-0.0000408345,0.0000239462,0.0000476253,0.0000308741,0.0000226641,0.0000336773,0.0000203973,-0.0000030551,-0.0000011676,-0.0000155056,0.0000098920,0.0000299304,0.0000609972,0.0000666899,0.0000185918,0.0000428212,0.0000527993,0.0000429295,0.0000270995,0.0000570786,0.0001968568,0.0000124463,0.0000392142,0.0000073979,0.0001301644,0.0001374641,0.0000751744,0.0001159583,0.0001036703,0.0000297522,0.0001135630,0.0000004485,0.0001983420,0.0000471472,0.0000993287,0.0001100200,0.0000046475,0.0000067230,0.0000300682,0.0001524846,0.0000114553,0.0002161515,0.0000488911,0.0000141205,0.0000684212,-0.0000100526,0.0000287218,0.0000726374,0.0000667346,0.0000541864,0.0000272390,-0.0000048533,0.0000204999,0.0000264183,0.0000250057,0.0001140151,0.0000723485,0.0000311481,0.0000345584,0.0000867869,0.0001349551,0.0001351256,0.0000423329,0.0001062590,0.0000595587,0.0000521312,0.0000730218,0.0000433599,0.0000799615,0.0000818344,0.0001432867,-0.0000069483,0.0000498299,-0.0000074532,0.0000397248,-0.0000132892,0.0001352762,0.0000610457,0.0000024707,0.0000169216,0.0000261221,0.0000339860,0.0000297975,0.0001263407,0.0001027352,-0.0000062944,0.0001080131,-0.0000034982,-0.0000180758,0.0000275819,0.0000286859,0.0000074964,0.0000396021,-0.0000078939,0.0000873993,0.0001556421,0.0000545563,0.0000190735,-0.0000200036,0.0000329802,0.0000109412,0.0000005775,0.0000178610,0.0000575114,-0.0000045537,0.0000531452,0.0001039606,0.0000987608,0.0000146061,0.0000607291,0.0000746138,0.0000518591,0.0000627755,-0.0000051944,0.0001130544,0.0000885700,0.0000004222,0.0001153599,0.0001148157,0.0000773729,0.0000375754,0.0000350293,0.0000008421,0.0000135664,0.0001574227,-0.0000076093,0.0000529345,0.0000349954,0.0000240390,0.0000777278,0.0000050619,0.0000643320,0.0001659148,0.0000269041,0.0000760330,0.0001711223,0.0000497605,-0.0000131120,0.0000660101,-0.0000069116,0.0000646428,0.0000998346,0.0001083574,0.0000136106,0.0000670522,-0.0000279258,0.0000469413,0.0000527802,0.0000424426,0.0000186142,-0.0000097611,0.0000395002,-0.0000015302,0.0000174340,0.0000312290,0.0000273212,0.0000573933,0.0000346696,0.0000006569,0.0000860343
MSFT,0.0000143572,0.0000081334,0.0000120055,0.0000341183,0.0000068338,0.0000056853,-0.0000248768,-0.0000281328,-0.0000020521,-0.0000096995,0.0000054482,-0.0000020618,0.0000035460,-0.0000075195,0.0000156686,0.0000330808,-0.0000069522,0.0000152456,0.0000213652,0.0000149362,0.0000040362,0.0000174526,0.0000099449,0.0000038105,0.0000004989,-0.0000136333,-0.0000297526,0.0000003124,0.0000217546,0.0000339271,0.0000057047,0.0000186822,0.0000257701,0.0000388424,0.0000169658,0.0000213450,0.0001441730,0.0000047473,0.0000327535,0.0000167201,0.0000358899,0.0000851123,0.0000588209,0.0000466954,0.0000651601,0.0000491813,0.0000439918,-0.0000124900,0.0000643384,0.0000254109,0.0000399602,0.0000589461,-0.0000058520,0.0000181136,0.0000138325,0.0001150167,0.0000163020,0.0001413057,0.0000335480,0.0000188027,0.0000439890,0.0000013777,0.0000021328,0.0000430251,0.0000366932,0.0000299215,0.0000173707,0.0000005095,0.0000059492,0.0000164086,0.0000127171,0.0000609785,0.0000111926,0.0000116711,0.0000165571,0.0000641755,0.0000915023,0.0000635804,0.0000205294,0.0000254256,0.0000419631,0.0000430141,0.0000850648,0.0000002574,0.0000432157,0.0000449980,0.0000570551,-0.0000004936,0.0000067616,-0.0000040033,0.0000203423,-0.0000014630,0.0000648517,0.0000176302,-0.0000008393,0.0000073897,0.0000207952,0.0000190527,0.0000180316,0.0000666750,0.0000302461,-0.0000081911,0.0000482623,-0.0000130384,-0.0000164759,0.0000136026,-0.0000026868,-0.0000123927,0.0000361637,-0.0000186630,0.0000993825,0.0000545563,0.0000906423,0.0000258396,-0.0000170457,0.0000298907,0.0000041277,-0.0000060714,-0.0000001716,0.0000451014,-0.0000089001,0.0000278758,0.0000780856,0.0000256013,-0.0000006493,0.0000235160,0.0000397192,0.0000220151,0.0000826094,0.0000057413,0.0000519825,0.0000260707,-0.0000094016,0.0000831421,0.0001010142,0.0000024317,0.0000088160,0.0000105415,0.0000188738,-0.0000004962,0.0000927779,-0.0000006900,0.0000189676,0.0000130550,0.0000223595,0.0000373953,-0.0000142411,0.0000236774,0.0000796421,0.0000010623,0.0000409088,0.0001037421,0.0000372582,0.0000079658,0.0000430570,0.0000039362,0.0000230857,0.0000775298,0.0000725093,0.0000067740,0.0000200821,-0.0000288011,0.0000201334,0.0000230058,0.0000271586,-0.0000003397,-0.0000084264,0.0000038052,-0.0000135147,0.0000106510,0.0000179338,0.0000020540,0.0000515022,0.0000096828,0.0000104824,0.0000431071
